date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,year,month
1979-01-01,2.0,7.0,52.0,2.3,-4.1,-7.5,0.4,101900.0,9.0,1979,1
1979-01-02,6.0,1.7,27.0,1.6,-2.6,-7.5,0.0,102530.0,8.0,1979,1
1979-01-03,5.0,0.0,13.0,1.3,-2.8,-7.2,0.0,102050.0,4.0,1979,1
1979-01-04,8.0,0.0,13.0,-0.3,-2.6,-6.5,0.0,100840.0,2.0,1979,1
1979-01-05,6.0,2.0,29.0,5.6,-0.8,-1.4,0.0,102250.0,1.0,1979,1
1979-01-06,5.0,3.8,39.0,8.3,-0.5,-6.6,0.7,102780.0,1.0,1979,1
1979-01-07,8.0,0.0,13.0,8.5,1.5,-5.3,5.2,102520.0,0.0,1979,1
1979-01-08,8.0,0.1,15.0,5.8,6.9,5.3,0.8,101870.0,0.0,1979,1
1979-01-09,4.0,5.8,50.0,5.2,3.7,1.6,7.2,101170.0,0.0,1979,1
1979-01-10,7.0,1.9,30.0,4.9,3.3,1.4,2.1,98700.0,0.0,1979,1
1979-01-11,1.0,6.8,55.0,2.9,2.6,0.3,2.3,98960.0,0.0,1979,1
1979-01-12,3.0,6.4,54.0,2.0,0.4,-2.0,0.0,100650.0,1.0,1979,1
1979-01-13,1.0,7.0,57.0,4.3,-2.6,-7.1,0.0,102350.0,1.0,1979,1
1979-01-14,7.0,0.0,14.0,6.7,-0.6,-5.6,0.8,102700.0,1.0,1979,1
1979-01-15,7.5,0.0,15.0,5.9,3.8,1.0,0.1,102990.0,0.0,1979,1
1979-01-16,8.0,0.0,15.0,2.6,5.0,4.1,3.9,103100.0,0.0,1979,1
1979-01-17,8.0,0.0,15.0,1.9,2.1,1.6,2.5,102220.0,0.0,1979,1
1979-01-18,8.0,0.0,15.0,3.0,0.8,-0.2,0.2,101860.0,0.0,1979,1
1979-01-19,8.0,0.0,16.0,7.2,0.8,-1.4,5.2,100910.0,0.0,1979,1
1979-01-20,7.0,0.0,16.0,3.5,3.1,-1.0,0.0,100920.0,0.0,1979,1
1979-01-21,7.5,0.0,16.0,1.5,0.0,-3.5,0.1,102170.0,0.0,1979,1
1979-01-22,8.0,0.0,16.0,0.3,-0.2,-1.8,6.2,101680.0,0.0,1979,1
1979-01-23,7.0,0.0,17.0,2.9,-1.0,-2.3,1.0,100970.0,6.0,1979,1
1979-01-24,3.0,4.8,54.0,5.6,-1.4,-5.6,1.4,101010.0,6.0,1979,1
1979-01-25,8.0,0.0,17.0,2.8,0.6,-4.5,5.3,99660.0,1.0,1979,1
1979-01-26,5.0,2.6,42.0,1.6,0.8,-1.1,0.1,99280.0,1.0,1979,1
1979-01-27,4.0,2.1,39.0,4.5,-1.8,-5.2,0.0,99770.0,0.0,1979,1
1979-01-28,7.0,3.1,47.0,4.8,0.0,-4.4,7.5,99470.0,0.0,1979,1
1979-01-29,4.0,1.0,31.0,4.0,1.9,-1.0,4.4,98920.0,0.0,1979,1
1979-01-30,5.0,0.8,30.0,7.3,0.7,-2.6,0.1,100070.0,0.0,1979,1
1979-01-31,5.0,1.6,38.0,9.1,2.1,-3.1,2.4,101390.0,0.0,1979,1
1979-02-01,8.0,0.0,19.0,4.0,5.2,1.2,10.1,99490.0,0.0,1979,2
1979-02-02,5.0,1.4,37.0,5.9,2.8,1.5,0.0,99890.0,0.0,1979,2
1979-02-03,1.0,8.7,85.0,4.5,0.9,-4.1,0.0,100770.0,0.0,1979,2
1979-02-04,8.0,0.1,23.0,6.0,1.6,-1.2,0.0,100060.0,0.0,1979,2
1979-02-05,6.0,0.8,33.0,4.0,3.7,1.4,0.0,100250.0,0.0,1979,2
1979-02-06,4.0,6.8,78.0,6.8,1.2,-1.6,9.0,101020.0,0.0,1979,2
1979-02-07,5.0,0.0,21.0,3.7,3.3,-0.2,0.4,99450.0,0.0,1979,2
1979-02-08,6.0,1.9,45.0,4.0,2.0,0.3,0.0,100740.0,0.0,1979,2
1979-02-09,8.0,0.0,22.0,3.5,2.4,0.8,0.0,100310.0,0.0,1979,2
1979-02-10,8.0,0.0,23.0,2.9,2.8,2.1,0.0,99730.0,0.0,1979,2
1979-02-11,8.0,0.0,23.0,5.4,2.4,1.9,4.4,99170.0,0.0,1979,2
1979-02-12,8.0,0.1,27.0,8.1,2.8,0.3,6.7,98430.0,1.0,1979,2
1979-02-13,8.0,0.0,24.0,0.2,4.2,0.3,9.1,98130.0,0.0,1979,2
1979-02-14,6.0,2.4,54.0,-0.8,-0.2,-0.7,0.0,99380.0,1.0,1979,2
1979-02-15,7.0,0.0,25.0,0.6,-2.2,-3.7,0.1,100830.0,0.0,1979,2
1979-02-16,8.0,0.0,25.0,-0.8,-1.2,-3.1,0.0,102270.0,1.0,1979,2
1979-02-17,8.0,0.0,26.0,0.7,-1.2,-1.5,0.0,102180.0,0.0,1979,2
1979-02-18,8.0,0.0,26.0,1.9,-0.6,-1.8,0.0,101970.0,0.0,1979,2
1979-02-19,8.0,0.0,27.0,2.8,0.5,-0.9,0.1,102530.0,0.0,1979,2
1979-02-20,8.0,0.0,27.0,3.6,1.6,0.3,0.0,103010.0,0.0,1979,2
1979-02-21,8.0,0.0,28.0,7.4,2.1,0.6,0.6,102640.0,0.0,1979,2
1979-02-22,5.0,2.6,63.0,8.7,4.3,1.2,1.8,102790.0,0.0,1979,2
1979-02-23,4.0,7.4,104.0,5.5,4.4,0.2,0.0,103430.0,0.0,1979,2
1979-02-24,4.0,1.9,58.0,6.9,2.9,0.3,0.0,104130.0,0.0,1979,2
1979-02-25,3.0,8.1,112.0,6.7,1.8,-3.4,0.0,104270.0,0.0,1979,2
1979-02-26,4.5,4.2,82.0,8.9,1.6,-3.4,0.0,103590.0,0.0,1979,2
1979-02-27,6.0,4.4,85.0,6.1,3.7,-1.5,0.8,102090.0,0.0,1979,2
1979-02-28,6.0,2.1,64.0,9.7,4.4,2.7,0.9,100040.0,0.0,1979,2
1979-03-01,4.0,6.4,115.0,11.9,3.5,-2.7,0.2,101100.0,0.0,1979,3
1979-03-02,8.0,0.0,35.0,12.6,6.8,1.6,0.0,101640.0,0.0,1979,3
1979-03-03,8.0,0.1,40.0,10.5,11.0,9.4,5.3,101850.0,0.0,1979,3
1979-03-04,4.0,8.7,140.0,11.0,7.4,4.3,0.0,102410.0,0.0,1979,3
1979-03-05,4.0,6.4,121.0,9.0,5.4,-0.1,0.0,102730.0,0.0,1979,3
1979-03-06,6.0,3.7,95.0,9.4,6.3,3.6,2.8,100950.0,0.0,1979,3
1979-03-07,2.0,7.4,133.0,10.5,5.6,1.9,0.0,100800.0,0.0,1979,3
1979-03-08,4.0,5.1,113.0,11.0,5.6,0.7,8.0,101590.0,0.0,1979,3
1979-03-09,6.0,1.6,72.0,11.5,7.8,4.5,3.1,99940.0,0.0,1979,3
1979-03-10,7.0,0.0,40.0,13.8,5.8,0.0,3.8,100740.0,0.0,1979,3
1979-03-11,7.0,0.2,48.0,10.7,8.2,2.7,0.0,100110.0,0.0,1979,3
1979-03-12,5.0,4.8,115.0,4.9,7.2,3.7,1.1,100880.0,0.0,1979,3
1979-03-13,8.0,0.0,42.0,3.8,4.6,4.4,20.3,100800.0,0.0,1979,3
1979-03-14,8.0,0.0,43.0,2.5,2.8,1.8,0.5,100580.0,0.0,1979,3
1979-03-15,8.0,0.0,43.0,1.3,1.8,1.2,3.1,100020.0,0.0,1979,3
1979-03-16,8.0,0.0,44.0,6.9,0.7,0.1,11.8,99160.0,0.0,1979,3
1979-03-17,5.0,4.3,116.0,9.1,3.5,0.1,0.3,99460.0,1.0,1979,3
1979-03-18,6.0,4.4,119.0,6.1,5.1,1.1,0.7,99970.0,0.0,1979,3
1979-03-19,7.0,0.2,54.0,11.0,4.2,2.4,1.0,100230.0,0.0,1979,3
1979-03-20,6.0,4.0,116.0,8.5,7.0,3.0,2.4,99550.0,0.0,1979,3
1979-03-21,4.0,6.7,149.0,9.6,5.7,2.9,3.3,99490.0,0.0,1979,3
1979-03-22,4.0,6.0,143.0,9.2,5.0,0.5,0.1,100520.0,0.0,1979,3
1979-03-23,1.0,10.7,194.0,11.5,3.1,-3.0,0.0,101660.0,0.0,1979,3
1979-03-24,5.0,7.0,158.0,15.3,5.0,-1.6,9.1,101330.0,0.0,1979,3
1979-03-25,7.0,0.7,70.0,8.0,10.2,5.0,0.2,99040.0,0.0,1979,3
1979-03-26,7.0,1.4,85.0,11.3,6.2,4.3,5.4,98870.0,0.0,1979,3
1979-03-27,6.0,5.8,148.0,8.1,7.2,3.0,4.2,98270.0,0.0,1979,3
1979-03-28,7.0,3.1,114.0,7.6,4.8,1.4,4.1,98400.0,0.0,1979,3
1979-03-29,8.0,0.7,74.0,7.6,4.8,1.9,3.3,99540.0,0.0,1979,3
1979-03-30,8.0,0.0,53.0,10.6,5.5,3.4,0.7,101330.0,0.0,1979,3
1979-03-31,7.0,0.2,62.0,11.6,5.4,0.3,0.1,101270.0,0.0,1979,3
1979-04-01,6.0,2.7,112.0,8.3,8.0,4.5,2.8,100890.0,0.0,1979,4
1979-04-02,5.0,3.4,124.0,8.6,4.4,0.5,3.0,100240.0,0.0,1979,4
1979-04-03,5.0,3.1,121.0,7.9,3.8,-1.1,0.0,99910.0,0.0,1979,4
1979-04-04,4.0,2.7,116.0,8.0,4.0,0.0,0.0,100270.0,0.0,1979,4
1979-04-05,6.0,2.1,107.0,7.9,4.0,0.0,0.1,100920.0,0.0,1979,4
1979-04-06,5.0,0.1,63.0,9.8,3.1,-1.7,0.0,101170.0,0.0,1979,4
1979-04-07,8.0,2.3,112.0,9.3,5.8,1.8,28.5,101230.0,0.0,1979,4
1979-04-08,8.0,0.0,58.0,13.7,6.8,4.2,7.8,101100.0,0.0,1979,4
1979-04-09,8.0,1.8,105.0,16.1,9.5,5.3,0.0,100480.0,0.0,1979,4
1979-04-10,7.0,1.3,96.0,15.9,11.8,7.5,8.4,99850.0,0.0,1979,4
1979-04-11,6.0,5.1,159.0,12.8,13.1,10.3,0.2,99720.0,0.0,1979,4
1979-04-12,5.0,4.8,156.0,17.5,10.1,7.4,1.9,100420.0,0.0,1979,4
1979-04-13,7.0,5.9,173.0,21.7,12.8,8.0,0.0,101140.0,0.0,1979,4
1979-04-14,6.0,9.4,219.0,22.4,15.2,8.6,0.0,101360.0,0.0,1979,4
1979-04-15,6.0,8.1,205.0,15.2,15.3,8.2,0.0,102270.0,0.0,1979,4
1979-04-16,5.0,9.9,228.0,9.0,11.3,7.4,0.0,102730.0,0.0,1979,4
1979-04-17,7.0,0.0,64.0,13.2,7.3,5.6,0.0,102910.0,0.0,1979,4
1979-04-18,3.0,10.9,243.0,14.5,7.2,1.2,0.0,103120.0,0.0,1979,4
1979-04-19,7.0,0.7,90.0,12.7,10.2,5.9,1.4,102630.0,0.0,1979,4
1979-04-20,7.0,2.4,126.0,12.3,10.6,8.4,0.0,101980.0,0.0,1979,4
1979-04-21,6.0,0.3,80.0,13.5,8.0,3.7,0.0,101370.0,0.0,1979,4
1979-04-22,7.0,4.3,160.0,13.5,8.7,3.9,5.0,100750.0,0.0,1979,4
1979-04-23,7.0,0.4,84.0,11.5,11.0,8.4,11.6,99390.0,0.0,1979,4
1979-04-24,6.0,2.9,139.0,11.4,9.0,6.5,0.9,99640.0,0.0,1979,4
1979-04-25,6.0,5.8,186.0,12.0,7.4,3.5,2.9,100740.0,0.0,1979,4
1979-04-26,6.0,5.5,182.0,12.0,8.6,5.2,0.1,101940.0,0.0,1979,4
1979-04-27,6.0,2.8,139.0,12.6,9.3,6.6,2.4,102830.0,0.0,1979,4
1979-04-28,7.0,0.8,98.0,13.9,9.8,6.9,0.4,101900.0,0.0,1979,4
1979-04-29,6.0,0.1,76.0,10.9,8.0,2.1,0.1,101240.0,0.0,1979,4
1979-04-30,6.0,6.7,204.0,7.5,8.2,5.5,0.1,100820.0,0.0,1979,4
1979-05-01,8.0,0.3,86.0,8.0,5.6,3.8,14.2,100280.0,0.0,1979,5
1979-05-02,5.0,7.2,214.0,10.0,4.6,1.1,1.4,100480.0,0.0,1979,5
1979-05-03,3.0,9.4,245.0,9.1,4.6,-0.9,0.0,100930.0,0.0,1979,5
1979-05-04,3.0,9.9,252.0,11.1,4.4,-0.3,0.4,101590.0,0.0,1979,5
1979-05-05,4.0,9.1,243.0,12.4,6.4,1.7,0.0,102060.0,0.0,1979,5
1979-05-06,4.0,8.8,240.0,15.0,6.7,1.0,0.0,102340.0,0.0,1979,5
1979-05-07,7.0,5.9,199.0,16.0,9.4,3.9,0.0,102110.0,0.0,1979,5
1979-05-08,7.0,3.2,156.0,15.6,11.2,6.4,0.0,101960.0,0.0,1979,5
1979-05-09,4.0,8.4,237.0,13.6,10.0,4.5,0.0,102300.0,0.0,1979,5
1979-05-10,8.0,0.5,97.0,16.1,10.4,7.3,17.8,102700.0,0.0,1979,5
1979-05-11,8.0,0.1,82.0,20.8,12.6,9.2,0.4,102230.0,0.0,1979,5
1979-05-12,7.0,4.9,188.0,23.4,16.0,11.2,0.0,103000.0,0.0,1979,5
1979-05-13,4.0,13.0,301.0,26.1,17.4,11.5,0.0,103160.0,0.0,1979,5
1979-05-14,2.0,14.2,311.0,26.2,18.5,10.9,0.0,102810.0,0.0,1979,5
1979-05-15,3.0,13.4,308.0,22.5,19.6,12.9,0.0,101770.0,0.0,1979,5
1979-05-16,6.0,6.7,219.0,15.2,17.4,12.4,1.1,100410.0,0.0,1979,5
1979-05-17,5.0,10.0,266.0,16.0,11.8,8.5,0.2,100130.0,0.0,1979,5
1979-05-18,4.0,10.7,276.0,17.2,12.2,8.3,0.0,100910.0,0.0,1979,5
1979-05-19,1.0,14.3,303.0,14.0,10.9,4.6,0.5,101780.0,0.0,1979,5
1979-05-20,7.0,0.0,79.0,15.1,11.2,8.5,15.5,100650.0,0.0,1979,5
1979-05-21,6.0,6.3,216.0,15.8,11.8,8.4,7.1,100470.0,0.0,1979,5
1979-05-22,6.0,8.7,252.0,14.3,11.7,7.6,3.9,100790.0,0.0,1979,5
1979-05-23,5.0,6.0,212.0,14.6,11.8,9.4,1.3,100440.0,0.0,1979,5
1979-05-24,4.0,10.0,271.0,13.4,11.0,7.3,5.7,100620.0,0.0,1979,5
1979-05-25,5.0,8.5,251.0,15.5,9.4,5.4,5.6,100560.0,0.0,1979,5
1979-05-26,7.0,0.9,115.0,15.9,11.0,6.6,5.6,100080.0,0.0,1979,5
1979-05-27,4.0,3.3,168.0,15.9,11.3,6.7,0.0,100520.0,0.0,1979,5
1979-05-28,6.0,1.3,126.0,18.6,11.6,7.2,4.2,100910.0,0.0,1979,5
1979-05-29,7.0,3.3,169.0,20.1,15.8,13.0,0.1,101160.0,0.0,1979,5
1979-05-30,7.0,1.7,136.0,16.2,16.1,12.1,2.0,101390.0,0.0,1979,5
1979-05-31,7.0,0.6,108.0,18.7,13.8,11.5,0.0,101700.0,0.0,1979,5
1979-06-01,6.0,6.8,230.0,21.2,13.6,8.4,1.9,102750.0,0.0,1979,6
1979-06-02,7.0,5.9,216.0,19.2,16.4,11.5,0.0,102760.0,0.0,1979,6
1979-06-03,8.0,2.0,145.0,19.3,15.0,10.8,0.0,102290.0,0.0,1979,6
1979-06-04,7.0,0.0,80.0,20.4,15.9,12.5,0.0,101790.0,0.0,1979,6
1979-06-05,6.0,6.2,222.0,16.7,16.5,12.6,0.0,101830.0,0.0,1979,6
1979-06-06,5.0,7.3,239.0,14.4,12.5,8.3,0.0,101870.0,0.0,1979,6
1979-06-07,5.0,2.5,157.0,17.2,12.0,9.5,5.7,101790.0,0.0,1979,6
1979-06-08,6.0,3.8,182.0,18.7,12.2,7.3,0.0,101740.0,0.0,1979,6
1979-06-09,7.0,0.3,98.0,17.9,15.4,12.2,0.0,101720.0,0.0,1979,6
1979-06-10,7.0,2.5,157.0,16.2,15.0,12.1,4.0,101930.0,0.0,1979,6
1979-06-11,7.0,0.2,94.0,15.4,13.0,9.7,0.1,102020.0,0.0,1979,6
1979-06-12,7.0,0.0,81.0,18.1,12.4,9.4,7.9,101940.0,0.0,1979,6
1979-06-13,8.0,0.6,110.0,16.4,15.3,12.5,7.2,101150.0,0.0,1979,6
1979-06-14,7.0,1.2,127.0,16.1,14.4,12.5,2.1,100630.0,0.0,1979,6
1979-06-15,6.0,3.2,172.0,19.2,11.8,7.4,4.5,100650.0,0.0,1979,6
1979-06-16,6.0,5.8,218.0,20.7,14.6,9.9,0.0,102150.0,0.0,1979,6
1979-06-17,7.0,0.6,110.0,22.6,17.0,13.3,0.0,102920.0,0.0,1979,6
1979-06-18,5.0,6.2,224.0,25.5,18.7,14.8,0.0,102960.0,0.0,1979,6
1979-06-19,1.0,9.8,277.0,25.8,19.0,12.6,0.0,102570.0,0.0,1979,6
1979-06-20,2.0,11.3,297.0,19.4,19.0,12.2,0.0,102030.0,0.0,1979,6
1979-06-21,6.0,0.6,110.0,20.1,17.0,14.6,0.9,101500.0,0.0,1979,6
1979-06-22,1.0,15.0,343.0,19.5,15.2,10.3,0.0,101730.0,0.0,1979,6
1979-06-23,5.0,6.1,223.0,16.6,14.9,10.3,0.0,101270.0,0.0,1979,6
1979-06-24,5.0,5.5,213.0,18.5,13.8,11.0,1.2,100720.0,0.0,1979,6
1979-06-25,5.0,8.6,260.0,19.9,14.0,9.5,2.1,101250.0,0.0,1979,6
1979-06-26,6.0,7.5,244.0,21.4,15.2,10.5,0.0,101640.0,0.0,1979,6
1979-06-27,5.0,5.9,219.0,20.8,16.0,10.6,0.0,101970.0,0.0,1979,6
1979-06-28,4.0,9.3,269.0,17.6,15.5,10.2,0.0,102070.0,0.0,1979,6
1979-06-29,6.0,5.5,212.0,16.6,15.8,13.9,0.0,101890.0,0.0,1979,6
1979-06-30,7.0,0.1,89.0,18.5,14.1,11.6,0.0,102260.0,0.0,1979,6
1979-07-01,5.0,3.6,179.0,18.7,13.8,9.0,0.0,102510.0,0.0,1979,7
1979-07-02,5.0,4.7,198.0,22.1,15.1,11.5,0.0,102390.0,0.0,1979,7
1979-07-03,5.0,7.1,236.0,23.4,16.9,11.7,0.0,102470.0,0.0,1979,7
1979-07-04,4.0,6.3,224.0,25.5,18.4,13.4,0.0,102840.0,0.0,1979,7
1979-07-05,2.0,12.5,285.0,25.1,19.3,13.1,0.0,102970.0,0.0,1979,7
1979-07-06,4.0,8.5,256.0,21.9,19.6,14.1,0.0,102680.0,0.0,1979,7
1979-07-07,6.0,5.5,210.0,23.1,17.6,13.4,0.0,102140.0,0.0,1979,7
1979-07-08,7.0,5.6,212.0,20.8,18.0,13.0,0.5,101970.0,0.0,1979,7
1979-07-09,6.0,8.1,249.0,22.0,18.6,16.5,0.0,101820.0,0.0,1979,7
1979-07-10,6.0,8.6,256.0,20.8,17.2,12.4,0.0,102370.0,0.0,1979,7
1979-07-11,7.0,0.6,107.0,25.1,17.4,14.0,0.0,102180.0,0.0,1979,7
1979-07-12,4.0,13.0,304.0,26.2,18.4,11.6,0.0,101840.0,0.0,1979,7
1979-07-13,3.0,10.3,278.0,22.1,19.3,12.4,0.0,102060.0,0.0,1979,7
1979-07-14,5.0,11.2,289.0,21.1,17.6,13.0,0.0,102640.0,0.0,1979,7
1979-07-15,7.0,4.5,190.0,23.6,18.3,15.5,0.0,102730.0,0.0,1979,7
1979-07-16,7.0,3.1,165.0,26.7,17.8,12.1,0.0,102370.0,0.0,1979,7
1979-07-17,3.0,11.9,296.0,21.8,20.0,13.4,0.0,102030.0,0.0,1979,7
1979-07-18,6.0,0.6,105.0,17.7,18.9,16.0,0.0,101360.0,0.0,1979,7
1979-07-19,8.0,0.7,108.0,21.5,15.8,14.0,0.0,101400.0,0.0,1979,7
1979-07-20,6.0,8.7,252.0,19.5,17.6,13.6,0.0,101450.0,0.0,1979,7
1979-07-21,6.0,3.5,170.0,18.1,16.2,13.0,0.0,101380.0,0.0,1979,7
1979-07-22,6.0,0.1,84.0,18.7,13.8,9.4,0.0,102260.0,0.0,1979,7
1979-07-23,7.0,0.4,97.0,21.1,15.8,12.9,0.0,102440.0,0.0,1979,7
1979-07-24,6.0,2.3,145.0,25.2,16.7,12.3,8.5,102050.0,0.0,1979,7
1979-07-25,5.0,5.8,206.0,27.1,18.9,12.6,0.0,101860.0,0.0,1979,7
1979-07-26,6.0,10.7,274.0,29.9,20.2,13.2,0.0,101970.0,0.0,1979,7
1979-07-27,5.0,11.3,280.0,27.4,22.2,14.6,0.0,102060.0,0.0,1979,7
1979-07-28,5.0,5.8,204.0,19.8,21.9,16.4,8.0,101890.0,0.0,1979,7
1979-07-29,6.0,0.9,110.0,21.5,18.6,17.3,0.1,101070.0,0.0,1979,7
1979-07-30,6.0,0.7,103.0,20.8,17.8,14.1,2.4,100830.0,0.0,1979,7
1979-07-31,6.0,5.9,203.0,23.1,17.8,14.8,2.2,100220.0,0.0,1979,7
1979-08-01,5.0,6.1,205.0,21.6,18.6,14.1,0.0,100070.0,0.0,1979,8
1979-08-02,5.0,5.3,192.0,20.0,17.8,14.0,1.0,100530.0,0.0,1979,8
1979-08-03,6.0,4.2,174.0,21.6,17.0,14.0,3.0,101320.0,0.0,1979,8
1979-08-04,6.0,7.2,219.0,22.5,17.9,14.2,0.0,102030.0,0.0,1979,8
1979-08-05,6.0,9.7,251.0,24.8,17.0,11.4,0.0,101900.0,0.0,1979,8
1979-08-06,6.0,5.5,192.0,23.1,19.2,13.6,0.2,101360.0,0.0,1979,8
1979-08-07,7.0,3.2,153.0,20.1,19.6,16.1,0.0,100740.0,0.0,1979,8
1979-08-08,6.0,2.7,144.0,20.1,15.7,11.3,11.0,101090.0,0.0,1979,8
1979-08-09,6.0,3.3,154.0,20.0,16.6,13.0,3.1,100340.0,0.0,1979,8
1979-08-10,6.0,5.5,188.0,23.6,15.0,9.9,0.3,101470.0,0.0,1979,8
1979-08-11,6.0,5.5,187.0,25.0,19.3,15.0,0.9,101570.0,0.0,1979,8
1979-08-12,6.0,1.5,116.0,21.5,20.6,16.3,0.0,101800.0,0.0,1979,8
1979-08-13,8.0,0.2,79.0,20.4,19.2,16.9,1.2,101450.0,0.0,1979,8
1979-08-14,6.0,8.1,220.0,21.3,18.6,16.7,0.0,100190.0,0.0,1979,8
1979-08-15,4.0,9.1,232.0,21.0,16.0,10.7,0.0,101210.0,0.0,1979,8
1979-08-16,5.0,6.2,192.0,18.3,15.4,9.8,5.8,101370.0,0.0,1979,8
1979-08-17,7.0,0.7,93.0,18.2,16.0,13.7,2.3,100550.0,0.0,1979,8
1979-08-18,7.0,0.1,72.0,19.8,15.4,12.7,0.0,101440.0,0.0,1979,8
1979-08-19,6.0,0.6,89.0,22.8,16.6,13.4,0.0,101680.0,0.0,1979,8
1979-08-20,6.0,6.4,190.0,19.8,17.4,11.9,2.3,101820.0,0.0,1979,8
1979-08-21,5.0,9.9,233.0,19.6,16.6,13.4,0.2,101480.0,0.0,1979,8
1979-08-22,4.0,8.1,210.0,16.1,14.8,10.0,0.0,101380.0,0.0,1979,8
1979-08-23,4.0,5.4,173.0,16.9,12.4,8.8,2.1,100820.0,0.0,1979,8
1979-08-24,6.0,2.7,130.0,18.3,13.3,9.7,0.0,100940.0,0.0,1979,8
1979-08-25,6.0,2.5,126.0,18.7,13.2,8.0,0.0,101080.0,0.0,1979,8
1979-08-26,5.0,7.4,196.0,17.4,14.6,10.5,0.0,101520.0,0.0,1979,8
1979-08-27,4.0,8.3,205.0,21.8,13.4,9.4,0.0,102080.0,0.0,1979,8
1979-08-28,0.0,12.5,251.0,23.9,13.8,5.7,0.0,102530.0,0.0,1979,8
1979-08-29,4.0,12.0,244.0,26.0,16.4,9.0,0.0,102560.0,0.0,1979,8
1979-08-30,3.0,10.6,227.0,23.1,18.8,11.7,0.0,102090.0,0.0,1979,8
1979-08-31,6.0,0.8,86.0,22.8,18.0,13.0,0.0,102000.0,0.0,1979,8
1979-09-01,6.0,4.6,145.0,21.6,19.1,15.4,3.6,101790.0,0.0,1979,9
1979-09-02,6.0,6.3,166.0,19.4,18.3,15.0,0.9,101410.0,0.0,1979,9
1979-09-03,7.0,1.6,97.0,21.7,16.2,13.1,0.0,101660.0,0.0,1979,9
1979-09-04,4.0,8.0,182.0,23.6,16.1,10.5,0.0,102500.0,0.0,1979,9
1979-09-05,0.0,11.3,215.0,25.9,16.8,10.0,0.0,101980.0,0.0,1979,9
1979-09-06,2.0,8.5,185.0,21.9,19.2,12.6,0.0,101150.0,0.0,1979,9
1979-09-07,4.0,8.6,184.0,24.3,17.2,12.5,0.0,101770.0,0.0,1979,9
1979-09-08,5.0,5.9,153.0,21.8,17.9,11.5,0.0,101870.0,0.0,1979,9
1979-09-09,6.0,3.7,124.0,21.2,18.5,15.2,0.0,101990.0,0.0,1979,9
1979-09-10,7.0,3.9,125.0,23.2,17.7,14.2,0.0,102460.0,0.0,1979,9
1979-09-11,2.0,9.5,187.0,17.4,16.8,10.3,0.0,102250.0,0.0,1979,9
1979-09-12,4.0,2.4,102.0,18.5,13.6,9.8,0.0,101910.0,0.0,1979,9
1979-09-13,4.0,9.9,187.0,18.2,15.4,12.4,0.0,101880.0,0.0,1979,9
1979-09-14,4.0,7.1,157.0,17.4,11.4,4.7,0.0,102260.0,0.0,1979,9
1979-09-15,3.0,10.6,190.0,20.2,11.7,6.0,0.0,102860.0,0.0,1979,9
1979-09-16,1.0,11.2,194.0,21.2,13.6,6.9,0.0,102530.0,0.0,1979,9
1979-09-17,4.0,5.2,132.0,20.4,15.4,9.6,0.0,101540.0,0.0,1979,9
1979-09-18,8.0,0.0,46.0,18.3,16.3,12.2,5.5,101230.0,0.0,1979,9
1979-09-19,8.0,0.0,46.0,17.6,17.4,16.4,7.0,101340.0,0.0,1979,9
1979-09-20,3.0,10.9,184.0,15.5,14.2,10.7,0.0,101240.0,0.0,1979,9
1979-09-21,3.0,6.4,139.0,14.2,10.5,5.5,3.3,101680.0,0.0,1979,9
1979-09-22,2.0,9.3,166.0,14.7,9.2,4.3,0.0,102230.0,0.0,1979,9
1979-09-23,5.0,0.5,59.0,16.6,9.5,4.3,0.3,102270.0,0.0,1979,9
1979-09-24,5.0,7.9,149.0,18.6,12.1,7.6,0.0,102350.0,0.0,1979,9
1979-09-25,8.0,0.6,60.0,21.0,13.5,8.4,0.0,102100.0,0.0,1979,9
1979-09-26,7.0,1.4,73.0,17.7,17.2,13.5,0.2,101880.0,0.0,1979,9
1979-09-27,6.0,6.5,131.0,17.4,15.4,13.2,0.0,102590.0,0.0,1979,9
1979-09-28,4.0,7.4,138.0,17.1,12.5,7.6,0.0,103190.0,0.0,1979,9
1979-09-29,5.0,6.9,132.0,18.7,12.0,6.8,0.0,102800.0,0.0,1979,9
1979-09-30,6.0,1.5,71.0,19.0,14.4,10.1,0.0,102070.0,0.0,1979,9
1979-10-01,5.0,4.6,107.0,20.5,14.3,9.6,0.0,101850.0,0.0,1979,10
1979-10-02,5.0,6.3,122.0,20.1,13.6,6.7,0.0,101820.0,0.0,1979,10
1979-10-03,7.0,0.7,55.0,17.0,15.7,11.3,0.9,101170.0,0.0,1979,10
1979-10-04,7.0,1.8,71.0,17.1,15.6,14.3,0.0,100500.0,0.0,1979,10
1979-10-05,3.0,9.1,141.0,18.8,11.6,6.1,0.0,100880.0,0.0,1979,10
1979-10-06,6.0,5.4,108.0,19.9,13.2,7.7,2.1,100920.0,0.0,1979,10
1979-10-07,5.0,5.7,109.0,21.7,15.9,11.9,0.0,101140.0,0.0,1979,10
1979-10-08,7.0,5.3,104.0,21.1,16.3,10.9,10.5,101390.0,0.0,1979,10
1979-10-09,7.0,3.9,90.0,16.7,18.2,15.2,9.1,100910.0,0.0,1979,10
1979-10-10,8.0,0.0,33.0,18.4,15.6,14.4,11.9,100280.0,0.0,1979,10
